"search_keyword","qc","card_cc","avg_object_idx","click_ranking","object_idx_list","object_id_list"
"냉장고 정리","69.0","16.0","2.38","{0=3, 1=6, 2=1, 3=3, 7=3}","[1, 3, 7, 0, 1, 0, 2, 1, 3, 0, 3, 7, 1, 7, 1, 1]","[14161422, 13788353, 52126, 13788350, 14161422, 13788353, 13788353, 13788350, 14161422, 10789317, 3242702, 3242703, 14161422, 52126, 14161422, 14161422]"
"인베스코","24.0","1.0","5.0","{5=1}","[5]","[15135773]"
"우드선반","252.0","44.0","3.43","{0=10, 1=4, 2=7, 3=2, 4=5, 5=3, 6=5, 7=2, 8=6}","[4, 7, 1, 4, 0, 8, 1, 2, 8, 8, 6, 4, 0, 0, 2, 6, 4, 2, 0, 3, 5, 2, 0, 2, 0, 7, 8, 1, 5, 0, 6, 8, 5, 6, 8, 6, 4, 0, 0, 0, 3, 1, 2, 2]","[12584307, 7647687, 9836713, 6070360, 13575913, 13215518, 9836713, 11384497, 13215523, 7647687, 7647687, 12584307, 6070360, 13575913, 11384497, 13215518, 13215518, 11384497, 13575913, 12714980, 9666387, 12584307, 13249024, 11384497, 6070360, 13215523, 7647687, 9836713, 13249024, 13575913, 13317468, 12065646, 13317468, 12082101, 14633417, 7647687, 12584307, 13575913, 6070360, 13575913, 6070360, 9836713, 11384497, 12584307]"
"수납형화장대","38.0","13.0","2.38","{0=2, 1=2, 2=4, 3=2, 4=1, 5=1, 6=1}","[2, 6, 3, 0, 2, 3, 5, 4, 1, 2, 0, 1, 2]","[14962803, 3635832, 10118, 49700, 14962803, 10118, 11245097, 10532525, 14962803, 6900052, 49700, 14962803, 14962803]"
"코넬이지와이드","11.0","3.0","0.33","{0=2, 1=1}","[0, 1, 0]","[10245693, 10245692, 10245693]"
"세라믹화병","18.0","3.0","4.33","{2=1, 4=1, 7=1}","[2, 7, 4]","[11092891, 9532619, 9242504]"
"게임의자","22.0","2.0","4.0","{2=1, 6=1}","[2, 6]","[10204040, 1284767]"
"에피큐리언","35.0","1.0","1.0","{1=1}","[1]","[10471949]"
"미디책상","37.0","17.0","3.47","{0=2, 1=2, 2=4, 3=2, 5=4, 7=1, 8=2}","[8, 5, 0, 5, 0, 2, 3, 3, 8, 1, 1, 2, 2, 5, 5, 7, 2]","[9935790, 12368949, 12368949, 14772820, 12368949, 15000162, 12010889, 12010889, 9935790, 12010889, 10380795, 15000162, 14772821, 14772820, 4438976, 4438976, 15000162]"
"페스티벌","266.0","6.0","2.5","{0=1, 1=1, 2=1, 3=2, 6=1}","[3, 2, 1, 6, 3, 0]","[11962631, 11962631, 9674775, 11984034, 11962632, 11868569]"
"유아의자","44.0","1.0","1.0","{1=1}","[1]","[10539629]"
"고무장갑","775.0","43.0","2.79","{0=10, 1=6, 2=5, 3=8, 4=4, 5=5, 7=1, 8=4}","[0, 0, 0, 1, 5, 8, 4, 1, 5, 1, 0, 1, 4, 5, 3, 0, 3, 0, 3, 2, 8, 3, 0, 3, 0, 3, 7, 2, 0, 4, 8, 5, 0, 3, 2, 1, 2, 3, 8, 1, 5, 2, 4]","[13354454, 11635334, 3783035, 13354454, 5381118, 3065374, 5381118, 14339483, 14339482, 13354454, 11635334, 13354454, 5381118, 14339482, 14339483, 10150864, 14339483, 3783035, 14339483, 14339483, 3065374, 14339483, 10150864, 14339483, 11635334, 14339483, 14339482, 12684791, 10150864, 9985009, 3065374, 5381118, 3783035, 14339483, 13354454, 13354454, 12684791, 14339483, 3065374, 13354454, 5381118, 14339483, 14339483]"
"구아바나무","14.0","15.0","3.27","{0=1, 1=4, 2=3, 3=1, 4=2, 6=1, 7=2, 8=1}","[2, 0, 1, 6, 2, 1, 3, 2, 7, 7, 1, 4, 8, 4, 1]","[12124552, 11400524, 11867363, 14778903, 12124552, 11867363, 9527189, 12124552, 11400523, 11400523, 11867363, 11400525, 10659179, 11400525, 11867363]"
"3인용 소파","18.0","4.0","3.25","{0=1, 2=1, 4=1, 7=1}","[2, 0, 7, 4]","[12582530, 14982495, 12596806, 9773034]"
"거실화","1418.0","119.0","2.8","{0=24, 1=24, 2=12, 3=15, 4=15, 5=10, 6=8, 7=6, 8=5}","[5, 3, 6, 4, 2, 1, 1, 1, 0, 4, 0, 2, 8, 0, 6, 5, 1, 1, 3, 3, 6, 3, 2, 1, 0, 1, 3, 1, 0, 5, 1, 6, 3, 0, 3, 8, 0, 0, 6, 5, 0, 1, 4, 1, 3, 5, 6, 4, 1, 0, 7, 1, 1, 4, 0, 3, 0, 3, 0, 4, 0, 1, 3, 4, 4, 1, 0, 7, 0, 4, 0, 2, 8, 2, 3, 1, 2, 2, 1, 3, 8, 5, 2, 4, 4, 2, 2, 1, 6, 2, 5, 1, 6, 7, 0, 5, 0, 3, 3, 0, 4, 0, 4, 7, 8, 7, 5, 7, 1, 1, 1, 4, 0, 1, 5, 4, 0, 2, 0]","[13946016, 12379615, 5599958, 4556784, 12379615, 12247779, 15073331, 12247779, 14226634, 4556784, 14226634, 15073331, 10245594, 14226634, 5599958, 4556784, 14059133, 12247779, 13946016, 4556784, 13560494, 12379615, 12379615, 14059133, 14226634, 12247779, 14059133, 12247779, 14226634, 4556784, 14059133, 13560494, 12379615, 14226634, 12379615, 12949775, 14226634, 14226634, 13560494, 4556784, 14226634, 12247779, 13946016, 14059133, 12379615, 13946016, 5599958, 13946016, 12247779, 14226634, 10738620, 15073331, 14059133, 13946016, 14226634, 14059133, 12247779, 12379615, 14226634, 4556784, 14226634, 14059133, 12379615, 5599958, 4556784, 14059133, 14226634, 10738620, 14226634, 13946016, 14226634, 4556784, 13560494, 12379615, 12379615, 15073331, 12379615, 12379615, 14059133, 12379615, 4224985, 13560494, 12379615, 13946016, 13946016, 15073331, 4556784, 15073331, 13560494, 12379615, 13560494, 15073331, 13946016, 5599958, 14226634, 13946016, 14226634, 12379615, 4556784, 14226634, 5599958, 14226634, 13946016, 10738620, 12949775, 10738620, 13560494, 10738620, 14059133, 14059133, 14059133, 4556784, 14226634, 12247779, 4556784, 4556784, 14226634, 12379615, 14226634]"
"루아드","31.0","3.0","1.33","{0=2, 4=1}","[4, 0, 0]","[7234680, 14935781, 14935781]"
"정수기렌탈","41.0","1.0","7.0","{7=1}","[7]","[12396734]"
"400옷장","14.0","2.0","0.5","{0=1, 1=1}","[0, 1]","[14824270, 12242077]"
"주방바란스","44.0","11.0","2.36","{0=5, 1=2, 2=1, 6=1, 8=2}","[8, 8, 0, 0, 2, 6, 0, 0, 0, 1, 1]","[10143725, 10143725, 12509744, 12509744, 14463033, 12771737, 12509744, 12509744, 12509744, 12250063, 12250063]"
"이케아장스탠드","25.0","7.0","0.86","{0=3, 1=2, 2=2}","[2, 1, 0, 0, 2, 0, 1]","[3648362, 3648362, 15303530, 15303530, 15100616, 15303530, 9674790]"
"치마걸이","92.0","7.0","2.86","{0=3, 1=1, 6=2, 7=1}","[0, 0, 0, 6, 1, 7, 6]","[10599861, 10599861, 10599861, 6060024, 12602970, 6060024, 11952640]"
"조야 소파","10.0","2.0","4.5","{4=1, 5=1}","[5, 4]","[14918770, 12747160]"
"패밀리침대","571.0","214.0","3.07","{0=46, 1=30, 2=22, 3=25, 4=28, 5=23, 6=12, 7=15, 8=13}","[0, 2, 7, 0, 8, 3, 1, 2, 2, 0, 0, 0, 3, 5, 1, 4, 7, 5, 1, 6, 6, 3, 4, 0, 8, 5, 8, 0, 1, 8, 5, 1, 2, 8, 1, 7, 5, 4, 4, 1, 3, 3, 6, 2, 4, 5, 1, 1, 4, 1, 0, 2, 6, 1, 1, 0, 1, 2, 3, 0, 0, 2, 8, 5, 0, 0, 4, 4, 4, 2, 0, 8, 8, 5, 0, 7, 0, 2, 2, 0, 3, 2, 8, 6, 7, 0, 3, 4, 0, 3, 0, 1, 5, 3, 5, 7, 3, 2, 2, 3, 4, 0, 8, 4, 0, 5, 6, 0, 1, 3, 3, 7, 4, 3, 4, 6, 2, 3, 1, 0, 4, 5, 1, 0, 7, 7, 0, 4, 0, 4, 0, 0, 4, 1, 4, 2, 4, 7, 4, 2, 1, 1, 5, 0, 4, 5, 6, 6, 2, 3, 5, 1, 5, 8, 2, 0, 3, 0, 0, 1, 3, 6, 0, 2, 7, 0, 8, 1, 4, 4, 4, 5, 3, 5, 4, 5, 3, 0, 0, 0, 1, 1, 6, 3, 0, 7, 1, 0, 0, 7, 0, 5, 1, 3, 0, 5, 7, 2, 2, 7, 1, 3, 6, 3, 1, 0, 5, 8, 0, 0, 4, 1, 5, 4]","[10956228, 10659191, 9773060, 10956228, 9773060, 12429744, 10659194, 10659191, 10659191, 10956228, 10956228, 10956228, 12429744, 10383218, 10659194, 2958860, 12776774, 10383218, 10659194, 13943481, 13943481, 12429744, 2958860, 10956228, 9773060, 10383218, 9773060, 10956228, 10659194, 2958861, 10383218, 10659194, 10659191, 9773060, 10659194, 12776774, 10383218, 2958860, 2958860, 10659194, 12429744, 12429744, 13943481, 10659191, 2958860, 10383218, 10659194, 10659194, 2958860, 10659194, 10956228, 10659191, 13943481, 10659194, 10659194, 10956228, 10659194, 10659191, 12429744, 10956228, 10956228, 10659191, 9773060, 9773060, 10956228, 10956228, 2958860, 2958860, 2958860, 10659191, 10956228, 9773060, 9773060, 10383218, 10956228, 12776774, 10956228, 10659191, 10659191, 10956228, 12429744, 10659191, 9773060, 13943481, 9773060, 10956228, 12429744, 2958860, 10956228, 12429744, 10956228, 10659194, 10383218, 12429744, 10383218, 12776774, 12429744, 10659191, 10659191, 12429744, 2958860, 10956228, 9773060, 2958860, 10956228, 10383218, 13943481, 10956228, 10659194, 12429744, 12429744, 9773060, 2958860, 12429744, 2958860, 13943481, 10659191, 12429744, 10659194, 10956228, 2958860, 10383218, 10659194, 10956228, 12776774, 12776774, 10956228, 2958860, 10956228, 2958860, 10956228, 10956228, 2958860, 10659194, 2958860, 10659191, 2958860, 12776774, 2958860, 10659191, 10659194, 10659194, 9773060, 10956228, 2958860, 10383218, 13943481, 13943481, 10659191, 12429744, 10383218, 10659194, 10383218, 9773060, 10659191, 10956228, 12429744, 10956228, 10956228, 10659194, 12429744, 13943481, 10956228, 10659191, 9773060, 10956228, 9773060, 10659194, 2958860, 2958860, 2958860, 10383218, 12429744, 10383218, 2958860, 10383218, 12429744, 10956228, 10956228, 10956228, 10659194, 10659194, 13943481, 12429744, 10956228, 12776774, 10659194, 10956228, 10956228, 12776774, 10956228, 10383218, 10659194, 12429744, 10956228, 10383218, 13943481, 10659191, 10659191, 12776774, 10659194, 12429744, 13943481, 12429744, 10659194, 10956228, 10383218, 2958861, 10956228, 10956228, 2958860, 10659194, 10383218, 2958860]"
"전기찜기","31.0","4.0","4.5","{1=1, 4=1, 5=1, 8=1}","[8, 5, 1, 4]","[5287250, 2489684, 13589774, 12860986]"
"대형 거울","14.0","3.0","1.33","{0=1, 1=1, 3=1}","[0, 1, 3]","[9021951, 8608918, 11607976]"
"바지수납","42.0","3.0","5.0","{3=1, 5=1, 7=1}","[7, 5, 3]","[10640620, 12157809, 10240507]"
"벽걸이티비장","10.0","11.0","3.45","{0=2, 1=1, 2=2, 4=2, 6=3, 7=1}","[4, 1, 0, 6, 6, 2, 7, 0, 2, 6, 4]","[10540498, 3241230, 3238775, 13748366, 13748366, 3238776, 10540499, 10540498, 3238776, 13748366, 10540498]"
"불투명시트지","15.0","4.0","1.0","{0=3, 4=1}","[0, 0, 4, 0]","[13937524, 13937524, 6365335, 13937524]"
"강마루","118.0","41.0","2.15","{0=15, 1=7, 2=3, 3=3, 4=5, 5=4, 6=2, 7=2}","[0, 0, 5, 5, 0, 0, 3, 0, 0, 4, 1, 5, 1, 6, 0, 7, 0, 3, 3, 0, 2, 0, 0, 2, 1, 1, 6, 7, 1, 0, 4, 0, 1, 1, 0, 4, 2, 4, 5, 0, 4]","[4007456, 10627494, 10627491, 13802311, 4007456, 4007456, 13622736, 12027526, 4007456, 12027531, 12027526, 10627491, 10627494, 12027531, 12027526, 9559641, 4007456, 10627495, 9559647, 10627494, 12027526, 4007456, 12027526, 10627495, 13622736, 13622736, 13802311, 4007456, 12027526, 4007456, 12027531, 10627494, 10627494, 10627494, 4007456, 10627495, 10627495, 10627495, 12027531, 4007456, 12027531]"
"에시앙","10.0","1.0","1.0","{1=1}","[1]","[10549939]"
"트롤리서랍장","11.0","1.0","6.0","{6=1}","[6]","[11722461]"
"침대 헤드","181.0","10.0","4.0","{1=3, 2=1, 3=1, 4=1, 6=2, 8=2}","[1, 6, 1, 8, 4, 1, 3, 8, 6, 2]","[13630862, 13269266, 13630862, 12886311, 8803782, 13630862, 13394920, 10190702, 12886311, 13630862]"
"세사리빙","21.0","8.0","2.63","{0=3, 1=2, 4=1, 7=1, 8=1}","[0, 4, 0, 8, 1, 7, 0, 1]","[11862803, 6113734, 11862803, 12466749, 7907854, 15112593, 11862803, 14232604]"
"샘책장","29.0","4.0","3.25","{1=1, 2=1, 3=1, 7=1}","[3, 7, 2, 1]","[8183379, 12530854, 9773071, 12346291]"
"울랄라","99.0","8.0","3.25","{1=1, 2=2, 3=3, 6=2}","[2, 1, 3, 2, 3, 3, 6, 6]","[11553060, 12248890, 11553061, 11553061, 11553061, 11553061, 12158509, 12158509]"
"800 책상","14.0","4.0","4.75","{0=1, 4=1, 7=1, 8=1}","[4, 7, 0, 8]","[11047192, 12066317, 13220630, 12700714]"
"냉동실용기","14.0","6.0","5.17","{0=1, 4=1, 6=2, 7=1, 8=1}","[6, 6, 0, 8, 4, 7]","[11799721, 11799721, 12501884, 11393664, 12501893, 11415583]"
"빔 프로젝터","56.0","4.0","2.75","{0=1, 1=1, 3=1, 7=1}","[7, 0, 1, 3]","[14021131, 10686724, 13739894, 12467166]"
"이동식서랍장","27.0","2.0","2.5","{1=1, 4=1}","[4, 1]","[13789095, 13816534]"
"미국","48.0","14.0","2.79","{0=3, 1=2, 2=3, 3=1, 4=1, 5=2, 7=2}","[5, 4, 2, 0, 0, 7, 5, 1, 0, 2, 1, 7, 3, 2]","[9681602, 9681602, 12707560, 13728746, 13728746, 13487850, 9681602, 8014883, 13728746, 12707560, 8014883, 11470724, 12118441, 12707560]"
"조명스탠드","87.0","2.0","3.5","{0=1, 7=1}","[7, 0]","[15344311, 15104829]"
"이케아 포엥","11.0","5.0","2.2","{0=2, 1=1, 4=1, 6=1}","[0, 0, 6, 1, 4]","[11393400, 11393400, 12436160, 91502, 12682477]"
"부엌타일","70.0","33.0","2.79","{0=7, 1=7, 2=6, 3=2, 4=2, 5=1, 6=4, 7=2, 8=2}","[1, 0, 2, 3, 2, 0, 6, 4, 2, 8, 6, 3, 2, 7, 1, 2, 2, 4, 0, 7, 8, 1, 0, 1, 0, 1, 5, 1, 0, 1, 0, 6, 6]","[3250141, 10026904, 11936360, 10627504, 11936360, 10026904, 10373797, 10728555, 10728555, 8010704, 10373797, 10627504, 11936360, 14041747, 3250141, 11936360, 11936360, 10728555, 10026904, 13209329, 8010704, 3250141, 14041747, 3250141, 3250141, 3250141, 8872400, 3250141, 14041747, 3250141, 14041747, 10373797, 10373797]"
"냉장고 리폼","10.0","1.0","3.0","{3=1}","[3]","[9310296]"
"고데기","233.0","7.0","2.86","{0=1, 1=2, 3=2, 5=1, 7=1}","[7, 5, 3, 0, 1, 3, 1]","[5599956, 8497410, 8725734, 13316867, 13141976, 8725734, 13141976]"
"무선센서등","23.0","5.0","3.2","{1=3, 6=1, 7=1}","[1, 6, 1, 7, 1]","[10767332, 10319373, 10767332, 10319373, 10767332]"
"페브릭포스터","761.0","95.0","2.89","{0=21, 1=20, 2=12, 3=7, 4=6, 5=6, 6=8, 7=12, 8=3}","[2, 6, 2, 0, 1, 7, 0, 1, 7, 6, 2, 5, 7, 5, 1, 3, 1, 4, 4, 0, 6, 2, 5, 1, 7, 3, 7, 2, 2, 3, 7, 0, 3, 1, 1, 1, 1, 0, 0, 0, 1, 4, 1, 4, 0, 6, 1, 0, 0, 6, 0, 7, 1, 8, 1, 3, 1, 7, 7, 0, 0, 2, 5, 2, 5, 0, 0, 1, 5, 7, 7, 1, 2, 1, 6, 3, 6, 4, 4, 8, 1, 6, 8, 0, 0, 0, 0, 3, 0, 0, 2, 1, 2, 7, 2]","[11358603, 11131593, 11358603, 14572316, 11358603, 11936912, 13390931, 11358603, 11936912, 14414745, 11085154, 12825960, 11936912, 11131593, 11358603, 14293347, 13390933, 11131593, 11131593, 13390933, 11131593, 11358603, 11131593, 11358603, 14526537, 14293347, 11936912, 11358603, 11358603, 11085154, 11936912, 13390933, 11085154, 11358603, 11358603, 11358603, 13390933, 13390933, 13390931, 13390931, 11358603, 11131593, 11358603, 12825960, 13390931, 14414745, 11358603, 13390931, 13390933, 14414745, 13390933, 11936912, 11358603, 11936912, 11358603, 12825960, 11358603, 14414745, 11936912, 13390933, 13390931, 11358603, 14526537, 11358603, 14526537, 13390931, 13390933, 13390933, 9504655, 11936912, 11936912, 11358603, 14293347, 11358603, 14414745, 14293347, 11131593, 14293347, 12825960, 11936912, 11358603, 14414745, 14966171, 13390933, 13390933, 13390931, 13390931, 14293347, 13390931, 13390933, 11358603, 11358603, 11358603, 11936912, 11358603]"
"행켈","24.0","4.0","1.5","{0=1, 1=1, 2=1, 3=1}","[2, 1, 0, 3]","[12806899, 13533876, 1804728, 13842079]"
"더살림","32.0","5.0","2.0","{0=1, 1=1, 2=1, 3=1, 4=1}","[3, 4, 2, 0, 1]","[13637102, 14076402, 12464243, 9977375, 12713615]"
"화분스탠드","76.0","25.0","2.56","{0=7, 1=4, 2=3, 3=2, 4=2, 5=4, 6=1, 7=2}","[0, 0, 7, 7, 1, 4, 5, 6, 0, 5, 3, 1, 0, 2, 2, 4, 0, 5, 0, 3, 2, 0, 1, 5, 1]","[11930073, 11930073, 12068971, 12068971, 10033380, 9531740, 9083201, 10352012, 11930073, 12149926, 6960455, 6960455, 11930073, 11930073, 11930073, 9531740, 11930073, 9083201, 11930073, 6960455, 11930073, 14106772, 6960455, 9083201, 6960455]"
"몽생드랑","50.0","4.0","4.75","{3=1, 5=2, 6=1}","[5, 6, 5, 3]","[12414238, 12414182, 12414183, 12414182]"
"니니맘","11.0","11.0","1.82","{0=5, 3=5, 5=1}","[3, 3, 3, 0, 3, 0, 0, 3, 0, 5, 0]","[13635325, 13635325, 13635325, 14933455, 13635325, 14933455, 14933455, 13635325, 14933455, 13635326, 14933455]"
"재택근무","141.0","41.0","1.54","{0=18, 1=6, 2=6, 3=3, 4=5, 5=2, 6=1}","[0, 4, 1, 4, 2, 0, 0, 1, 1, 0, 0, 2, 0, 0, 2, 4, 0, 0, 4, 1, 0, 3, 0, 0, 2, 6, 2, 4, 0, 2, 5, 5, 3, 0, 0, 0, 0, 1, 3, 1, 0]","[11656218, 11712789, 7446775, 11712789, 11225418, 11656218, 11656218, 11015707, 11015707, 11656218, 11656218, 11225418, 11656218, 11656218, 11015707, 14412860, 11656218, 11656218, 11402370, 7446775, 11656218, 10539449, 11656218, 11656218, 10168097, 14412860, 11015707, 11712789, 11656218, 11712789, 11712789, 11712789, 11712789, 11656218, 11656218, 11656218, 11656218, 7446775, 8941205, 7446775, 11656218]"
"슬라이딩붙박이장","29.0","15.0","3.47","{0=2, 1=3, 2=3, 3=2, 5=1, 8=4}","[0, 1, 1, 5, 3, 2, 8, 2, 2, 3, 8, 1, 8, 8, 0]","[14940277, 12361944, 10636114, 12361944, 11559250, 3450872, 10636114, 14940277, 14940277, 6036734, 31517, 12361944, 10636114, 10636114, 8877178]"
"마샬 액톤2","96.0","7.0","2.14","{0=3, 1=1, 4=1, 5=2}","[5, 1, 0, 0, 5, 0, 4]","[5522427, 12368959, 14884038, 14884038, 14907473, 14884038, 4280222]"
"로지텍 g304","20.0","1.0","0.0","{0=1}","[0]","[11148305]"
"회전트레이","143.0","16.0","2.88","{0=1, 1=4, 2=4, 3=2, 4=1, 5=2, 6=1, 8=1}","[2, 1, 1, 2, 5, 2, 4, 6, 1, 2, 5, 0, 1, 8, 3, 3]","[14065494, 13895784, 13895784, 14065494, 9795101, 14065494, 10281838, 10716410, 13895784, 14065494, 9795101, 14167244, 13895784, 11312749, 14065831, 14065831]"
"아이스크림스쿱","53.0","6.0","3.67","{0=1, 2=3, 8=2}","[0, 8, 2, 2, 8, 2]","[14635054, 589514, 5133512, 5133512, 589514, 5133512]"
"헤링본마루","16.0","6.0","4.0","{0=1, 1=2, 7=2, 8=1}","[0, 1, 1, 8, 7, 7]","[12277766, 12109848, 12109848, 57377, 6438556, 57377]"
"양파보관","12.0","3.0","6.0","{5=1, 6=1, 7=1}","[5, 7, 6]","[12998434, 7294935, 12998434]"
"브러쉬꽂이","150.0","17.0","1.88","{0=8, 1=1, 2=4, 4=1, 5=1, 6=1, 8=1}","[0, 0, 2, 2, 1, 8, 2, 0, 0, 0, 5, 4, 0, 0, 6, 0, 2]","[14529428, 14529428, 14568236, 14392689, 14568236, 10577496, 14568236, 14529428, 14529428, 14529428, 14392689, 14392689, 14529428, 14529428, 14233988, 14529428, 14568236]"
"헤어브러쉬","13.0","1.0","1.0","{1=1}","[1]","[8028619]"
"행거가림막","18.0","1.0","4.0","{4=1}","[4]","[2304566]"
"노랑","96.0","20.0","2.7","{0=5, 1=1, 2=5, 3=1, 4=4, 5=1, 6=2, 7=1}","[4, 1, 2, 0, 2, 6, 6, 4, 2, 4, 3, 2, 4, 0, 0, 5, 0, 7, 0, 2]","[14462322, 14919569, 12444440, 4939625, 12779236, 7199859, 7199859, 7199859, 12779236, 13229803, 12779236, 12444440, 14462322, 4939625, 4939625, 7199859, 4939625, 15297993, 4939625, 12444440]"
"서류","18.0","4.0","1.75","{0=1, 1=2, 5=1}","[1, 0, 1, 5]","[11168587, 12822492, 11168587, 6205268]"
"아쿠아쇼파","25.0","4.0","1.25","{0=3, 5=1}","[0, 0, 5, 0]","[12430246, 12430246, 6752844, 12430246]"
"식탁 러그","29.0","8.0","1.13","{0=4, 1=1, 2=2, 4=1}","[0, 2, 2, 0, 1, 0, 4, 0]","[9276383, 12545976, 14593043, 9276383, 14593043, 9276383, 9672660, 9276383]"
"인덕션 덮개","17.0","1.0","0.0","{0=1}","[0]","[11847372]"
"달팽이리빙","89.0","3.0","0.0","{0=3}","[0, 0, 0]","[8772458, 8772458, 8772458]"
"창고","173.0","29.0","3.48","{0=8, 1=4, 2=2, 3=2, 4=1, 5=1, 6=4, 7=2, 8=5}","[6, 0, 4, 8, 7, 8, 2, 1, 0, 6, 3, 5, 8, 2, 7, 0, 1, 3, 0, 0, 8, 1, 0, 0, 6, 0, 6, 1, 8]","[3014082, 14076410, 11764520, 14658385, 12366603, 14076410, 13873049, 14093157, 13980758, 3014082, 11764520, 11764520, 14076410, 13873049, 14042779, 13980758, 14093157, 12491863, 14076410, 13980758, 14076410, 13980758, 14076410, 13980758, 3014082, 13980758, 3014082, 14093157, 14658385]"
"체중계","888.0","19.0","2.53","{0=5, 1=7, 2=1, 4=1, 6=1, 7=3, 8=1}","[1, 0, 8, 1, 1, 0, 1, 7, 1, 7, 6, 1, 7, 4, 1, 0, 0, 0, 2]","[15220639, 1114018, 10204032, 15220639, 1114018, 1114018, 1114018, 15220640, 15220639, 15220640, 15220640, 15220639, 8702107, 11520054, 15220639, 14674666, 1114018, 1114018, 15220639]"
"아크릴조명","68.0","20.0","2.35","{0=2, 1=4, 2=7, 3=2, 4=4, 7=1}","[2, 0, 2, 0, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 7, 2, 4, 3, 3]","[15266742, 14769639, 15266741, 14769639, 15266742, 15266742, 15266741, 15266742, 15266742, 15266741, 15266742, 15266741, 15266741, 15266742, 15266742, 10956211, 15266741, 15266741, 15266738, 4239472]"
"애착인형","51.0","4.0","3.75","{3=2, 4=1, 5=1}","[4, 3, 3, 5]","[13599915, 4967354, 4967354, 59788]"
"전기선정리","16.0","7.0","3.43","{0=1, 1=1, 2=1, 3=1, 5=1, 6=1, 7=1}","[1, 0, 3, 6, 7, 5, 2]","[11905999, 14748310, 12869464, 12539820, 21552, 13474932, 13259099]"
"좌식 테이블","334.0","14.0","2.43","{0=2, 1=3, 2=3, 3=2, 4=2, 5=1, 6=1}","[3, 2, 1, 6, 2, 5, 0, 0, 3, 2, 4, 1, 1, 4]","[4378282, 13322298, 13808861, 2907988, 13584445, 2325103, 10742928, 10742928, 13322298, 3764368, 13322298, 13808861, 13808861, 4378282]"
"일룸캣타워","14.0","3.0","3.0","{0=1, 2=1, 7=1}","[0, 7, 2]","[6902185, 8759995, 13423472]"
"고무장갑 걸이","13.0","6.0","2.33","{0=2, 2=1, 3=2, 6=1}","[3, 6, 3, 0, 0, 2]","[14339482, 14336732, 14339482, 14339483, 14339483, 13788329]"
"주방타이머","21.0","12.0","3.83","{0=2, 1=1, 2=1, 3=2, 4=1, 5=2, 7=1, 8=2}","[0, 2, 8, 0, 5, 8, 3, 1, 4, 3, 5, 7]","[15012204, 12922034, 14642324, 15012204, 8595478, 14642324, 9454538, 10959873, 12606937, 9454538, 8595478, 14876118]"
"주방세제거치대","13.0","6.0","1.5","{0=1, 1=2, 2=2, 3=1}","[1, 2, 2, 0, 1, 3]","[6213424, 14743199, 14987492, 14743199, 6213424, 4392361]"
"커튼핀","35.0","9.0","4.22","{1=1, 2=3, 3=1, 6=1, 7=2, 8=1}","[6, 3, 2, 2, 8, 7, 7, 2, 1]","[9333656, 2916143, 13557147, 13557147, 14990948, 14905549, 14905549, 13557147, 10413909]"
"귀걸이보관","13.0","3.0","5.0","{0=1, 7=1, 8=1}","[7, 0, 8]","[5243457, 11467928, 12472881]"
"사다리행거","106.0","36.0","3.69","{0=6, 1=3, 2=4, 3=6, 4=2, 5=5, 6=3, 7=3, 8=4}","[1, 6, 8, 0, 3, 0, 7, 2, 8, 1, 6, 3, 3, 7, 5, 8, 2, 3, 3, 5, 2, 7, 5, 8, 5, 2, 4, 1, 0, 3, 6, 0, 0, 5, 4, 0]","[14652279, 11798756, 6795072, 10115772, 6123784, 10115772, 6822959, 12292286, 6795072, 14652279, 11798756, 6123784, 6123784, 6822959, 9326325, 6795072, 14652279, 6123784, 6123784, 9326325, 14652279, 6822959, 9326325, 6795072, 9326325, 12292286, 9188329, 14652279, 10115772, 6123784, 11798756, 10115772, 10115772, 9326325, 9188329, 10115772]"
"컵받침대","19.0","1.0","0.0","{0=1}","[0]","[9748978]"
"하수구냄새","41.0","7.0","4.29","{0=2, 4=1, 5=1, 7=3}","[5, 0, 7, 7, 7, 4, 0]","[3880744, 9983647, 4661773, 4661773, 4661773, 5600794, 9983647]"
"매거진 랙","10.0","4.0","2.75","{0=1, 1=1, 3=1, 7=1}","[1, 0, 7, 3]","[7746388, 13354429, 12736703, 13220230]"
"캠핑화로","12.0","2.0","4.0","{0=1, 8=1}","[8, 0]","[14702850, 14739484]"
"키티버니포니","65.0","12.0","2.58","{0=2, 1=1, 2=3, 3=3, 4=1, 5=1, 6=1}","[2, 6, 2, 3, 4, 2, 3, 0, 3, 5, 1, 0]","[11567840, 12568725, 11567840, 8940103, 12230891, 8629033, 8940103, 8940103, 8940103, 12036899, 9204988, 8940103]"
